index,creation_date,status,completion_date,surface_type,graffiti_spot,address,zipcode,ward,police_district,community_area,latitude,longitude,location
18-02905862,10/12/2018,Completed,10/12/2018,Metal - Painted,Front,3641 N HAMILTON AVE,60618,47,19,5,41.948040130795995,-87.6820827713429,"(41.948040130796, -87.682082771343)"
18-02902731,10/12/2018,Completed,10/12/2018,Metal - Painted,Rear,1958 N BISSELL ST,60614,43,18,7,41.917637891675206,-87.6522835040204,"(41.917637891675, -87.65228350402)"
18-02896247,10/11/2018,Completed,10/12/2018,Asphalt,Alley,4039 N GREENVIEW AVE,60613,47,19,6,41.955466582018,-87.66742209767891,"(41.955466582018, -87.667422097679)"
18-02905973,10/12/2018,Completed,10/12/2018,Metal - Painted,Traffic Control Box,3359 W IRVING PARK RD,60618,33,17,16,41.9537479554456,-87.71284085451029,"(41.953747955446, -87.71284085451)"
18-02897522,10/11/2018,Completed,10/12/2018,Brick - Unpainted,Alley,5847 S TROY ST,60629,14,8,63,41.786698000977296,-87.70199172505829,"(41.786698000977, -87.701991725058)"
18-02892987,10/11/2018,Completed,10/12/2018,Aluminum Siding,Garage,5700 S TROY ST,60629,14,8,63,41.789711938855206,-87.7023734740163,"(41.789711938855, -87.702373474016)"
18-02893508,10/11/2018,Completed,10/12/2018,Glass,Front,2656 W MONTROSE AVE,60618,33,17,14,41.9613761888202,-87.69582890497108,"(41.96137618882, -87.695828904971)"
18-02885427,10/10/2018,Completed,10/12/2018,Other/Unknown Surface,Door,506 N DAMEN AVE,60622,26,12,24,41.891074324011505,-87.67706447838628,"(41.891074324012, -87.677064478386)"
18-02906315,10/12/2018,Completed,10/12/2018,"Cement (Sidewalk, Alley, Wall, Curb)",Viaduct,4221 N KOSTNER AVE,60641,45,17,16,41.957894140505,-87.738145741624,"(41.957894140505, -87.738145741624)"
18-02891341,10/11/2018,Completed,10/12/2018,"Cement (Sidewalk, Alley, Wall, Curb)",Overpass,1800 N ELSTON AVE,60642,32,14,22,41.914916897505705,-87.66544116403419,"(41.914916897506, -87.665441164034)"
18-02892281,10/11/2018,Completed,10/12/2018,Wood - Unpainted,Fence,8344 S KNOX AVE,60652,18,8,70,41.740543264494,-87.73764679942721,"(41.740543264494, -87.737646799427)"
18-02894635,10/11/2018,Completed,10/12/2018,Metal - Painted,Door,4131 S FRANCISCO AVE,60632,12,9,58,41.8174323523968,-87.69679079209558,"(41.817432352397, -87.696790792096)"
18-02897728,10/11/2018,Completed,10/12/2018,"Cement (Sidewalk, Alley, Wall, Curb)",Concrete Pillar,200 S LOWER WACKER DR,60606,42,1,32,41.87931428155571,-87.63713818324051,"(41.879314281556, -87.63713818324)"
18-02891716,10/11/2018,Completed,10/12/2018,Metal - Painted,Traffic Control Box,1605 N DAMEN AVE,60647,2,14,24,41.910621322954995,-87.6773214409228,"(41.910621322955, -87.677321440923)"
18-02887270,10/10/2018,Completed,10/12/2018,Brick - Unpainted,Front,4653 W IRVING PARK RD,60641,45,17,15,41.953336365620494,-87.744727911409,"(41.953336365621, -87.744727911409)"
18-02867224,10/08/2018,Completed,10/12/2018,Metal - Painted,Pole,1116 S HOLDEN CT,60605,4,1,32,41.8687046095044,-87.6268528431431,"(41.868704609504, -87.626852843143)"
18-02898601,10/11/2018,Completed,10/12/2018,Metal - Painted,Fence,2860 W CERMAK RD,60623,12,10,30,41.8519771494677,-87.698029934079,"(41.851977149468, -87.698029934079)"
18-02905991,10/12/2018,Completed,10/12/2018,Brick - Painted,Front,3351 W IRVING PARK RD,60618,33,17,16,41.95375255753791,-87.7125259964181,"(41.953752557538, -87.712525996418)"
18-02867186,10/08/2018,Completed,10/12/2018,Metal - Painted,Traffic Control Box,916 S STATE ST,60605,4,1,32,41.8700209763412,-87.62762943218641,"(41.870020976341, -87.627629432186)"
18-02895508,10/11/2018,Completed,10/12/2018,Brick - Unpainted,Front,953 W FLETCHER ST,60657,44,19,6,41.938841691573,-87.65374430379059,"(41.938841691573, -87.653744303791)"
18-00310939,01/17/2018,Completed,01/17/2018,Brick - Unpainted,Front,2701 W 19TH ST,60608,12,10,30,41.855505838814494,-87.6931839916277,"(41.855505838814, -87.693183991628)"
18-00312899,01/17/2018,Completed,01/17/2018,Wood - Painted,Door,916 W ARMITAGE AVE,60614,43,18,7,41.918241087842496,-87.65167492244271,"(41.918241087842, -87.651674922443)"
18-00292754,01/16/2018,Completed,01/17/2018,Aluminum Siding,Alley,2816 W 23RD PL,60623,12,10,30,41.8492747890613,-87.69609211790409,"(41.849274789061, -87.696092117904)"
18-00310995,01/17/2018,Completed,01/17/2018,Metal - Painted,Traffic Control Box,10901 S MICHIGAN AVE,60628,9,5,49,41.6961708683757,-87.6206554555198,"(41.696170868376, -87.62065545552)"
17-05559707,08/19/2017,Completed,08/21/2017,Brick - Painted,Front,2904 N BROADWAY,60657,44,19,6,41.9350330028707,-87.6443789477392,"(41.935033002871, -87.644378947739)"
17-05594545,08/21/2017,Completed,08/21/2017,Metal - Painted,Front,2600 N WESTERN AVE,60647,32,14,22,41.9286697899097,-87.68792223553899,"(41.92866978991, -87.687922235539)"
17-05593081,08/21/2017,Completed,08/21/2017,Metal - Painted,Garbage Cart,3402 S ABERDEEN ST,60608,11,9,60,41.8325649342761,-87.65359433241079,"(41.832564934276, -87.653594332411)"
17-05583652,08/20/2017,Completed,08/21/2017,Metal - Painted,Front,3324 W AUGUSTA BLVD,60651,27,11,23,41.89927208273831,-87.7099044351721,"(41.899272082738, -87.709904435172)"
17-05589405,08/21/2017,Completed,08/21/2017,Metal - Painted,Pole,1733 S HALSTED ST,60608,11,12,31,41.85818385686721,-87.6465047962014,"(41.858183856867, -87.646504796201)"
17-05572565,08/20/2017,Completed,08/21/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Front,1814 W CHICAGO AVE,60622,1,12,24,41.896090151965,-87.67282790177191,"(41.896090151965, -87.672827901772)"
17-05592486,08/21/2017,Completed,08/21/2017,Metal - Painted,Pole,7857 S PULASKI RD,60652,18,8,70,41.7497186878964,-87.7217734592663,"(41.749718687896, -87.721773459266)"
17-05594115,08/21/2017,Completed,08/21/2017,Metal - Painted,Front,4401 W 55TH ST,60632,13,8,62,41.793006477832606,-87.7330257642198,"(41.793006477833, -87.73302576422)"
17-05600591,08/21/2017,Completed,08/21/2017,Metal - Painted,Fence,3520 S OAKLEY AVE,60609,12,9,59,41.8296160985585,-87.6827319404277,"(41.829616098559, -87.682731940428)"
17-05545937,08/19/2017,Completed,08/21/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Express Way Job,847 W OHIO ST,60642,27,12,24,41.8921180352387,-87.6494521867398,"(41.892118035239, -87.64945218674)"
17-05595491,08/21/2017,Completed,08/21/2017,Brick - Unpainted,Front,1420 N MILWAUKEE AVE,60622,1,14,24,41.907674059205796,-87.67346374765958,"(41.907674059206, -87.67346374766)"
18-02905744,10/12/2018,Completed,10/12/2018,Metal - Painted,Garbage Cart,2109 W WAVELAND AVE,60618,47,19,5,41.9485391320025,-87.6814258223232,"(41.948539132002, -87.681425822323)"
18-02895404,10/11/2018,Completed,10/12/2018,Brick - Unpainted,Front,1410 W BELMONT AVE,60657,44,19,6,41.9398663956383,-87.6643209474974,"(41.939866395638, -87.664320947497)"
17-05529235,08/18/2017,Completed,08/21/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Alley,1143 W COLUMBIA AVE,60626,49,24,1,42.0045166088217,-87.6602399476032,"(42.004516608822, -87.660239947603)"
17-05511112,08/17/2017,Completed,08/21/2017,Metal - Painted,Alley,2415 S PULASKI RD,60623,22,10,30,41.8474533366418,-87.7244960561109,"(41.847453336642, -87.724496056111)"
17-05550166,08/19/2017,Completed,08/21/2017,Aluminum Siding,Garage,4717 W WARWICK AVE,60641,30,17,15,41.9487676963974,-87.74533033342699,"(41.948767696397, -87.745330333427)"
18-02867204,10/08/2018,Completed,10/12/2018,Metal - Painted,Front,829 S STATE ST,60605,4,1,32,41.871417557084605,-87.6273679726202,"(41.871417557085, -87.62736797262)"
17-05593616,08/21/2017,Completed,08/21/2017,Metal - Painted,Front,3555 S HONORE ST,60609,12,9,59,41.828814706081204,-87.6714298950172,"(41.828814706081, -87.671429895017)"
17-05544493,08/18/2017,Completed,08/21/2017,Brick - Unpainted,Alley,4038 N CICERO AVE,60641,45,16,15,41.9546213493674,-87.74748419498859,"(41.954621349367, -87.747484194989)"
17-05554365,08/19/2017,Completed,08/21/2017,Metal - Painted,Door,774 W WAVELAND AVE,60613,46,19,6,41.9492245432761,-87.64939425370041,"(41.949224543276, -87.6493942537)"
17-05599250,08/21/2017,Completed,08/21/2017,Metal - Painted,Fence,1446 N MILWAUKEE AVE,60622,1,14,24,41.90808920819221,-87.67411532293579,"(41.908089208192, -87.674115322936)"
18-02905762,10/12/2018,Completed,10/12/2018,Metal - Painted,Front,3641 N HAMILTON AVE,60618,47,19,5,41.948040130795995,-87.6820827713429,"(41.948040130796, -87.682082771343)"
17-05600374,08/21/2017,Completed,08/21/2017,Metal - Painted,Front,3168 S ARCHER AVE,60608,12,9,59,41.836565665181396,-87.66779210616421,"(41.836565665181, -87.667792106164)"
17-05592187,08/21/2017,Completed,08/21/2017,Brick - Unpainted,Side,4358 S CALIFORNIA AVE,60632,15,9,58,41.8138231973494,-87.694521124452,"(41.813823197349, -87.694521124452)"
17-05577022,08/20/2017,Completed,08/21/2017,Glass,Door,2134 N MILWAUKEE AVE,60647,1,14,22,41.919884629594605,-87.69264797317129,"(41.919884629595, -87.692647973171)"
18-02895742,10/11/2018,Completed,10/12/2018,Brick - Painted,Alley,4896 N HERMITAGE AVE,60640,47,20,3,41.9716050354394,-87.6728237333461,"(41.971605035439, -87.672823733346)"
17-05595461,08/21/2017,Completed,08/21/2017,Brick - Unpainted,Front,1470 N MILWAUKEE AVE,60622,1,14,24,41.9085239063774,-87.6747974988458,"(41.908523906377, -87.674797498846)"
17-05529514,08/18/2017,Completed,08/21/2017,Other / Unknown Surface,Side,451 N STATE ST,60654,42,18,8,41.8908285009169,-87.6278898693984,"(41.890828500917, -87.627889869398)"
17-05524746,08/18/2017,Completed,08/21/2017,Metal - Unpainted,Sign,6103 S KEDVALE AVE,60629,23,8,65,41.7821087612267,-87.7263746748592,"(41.782108761227, -87.726374674859)"
17-05594784,08/21/2017,Completed,08/21/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Side,1929 S HALSTED ST,60608,11,12,31,41.8559077393004,-87.6464419281327,"(41.8559077393, -87.646441928133)"
18-02870157,10/09/2018,Completed,10/12/2018,Brick - Painted,Pole,366 W PERSHING RD,60609,11,9,34,41.8237014600596,-87.63585416935301,"(41.82370146006, -87.635854169353)"
17-05585701,08/20/2017,Completed,08/21/2017,Aluminum Siding,Garage,3549 W 59TH PL,60629,23,8,66,41.785086764591,-87.71250508014809,"(41.785086764591, -87.712505080148)"
18-02905917,10/12/2018,Completed,10/12/2018,Metal - Painted,Traffic Control Box,1027 W ADDISON ST,60613,44,19,6,41.947116537075,-87.6554598732655,"(41.947116537075, -87.655459873265)"
17-05533443,08/18/2017,Completed,08/21/2017,Metal - Painted,Pole,5415 S RIDGEWAY AVE,60632,23,8,62,41.7946495810752,-87.7169218907435,"(41.794649581075, -87.716921890744)"
17-05593266,08/21/2017,Completed,08/21/2017,Metal - Painted,Door,8959 S COMMERCIAL AVE,60617,10,4,46,41.731994896773706,-87.5511518842178,"(41.731994896774, -87.551151884218)"
17-05539229,08/18/2017,Completed,08/21/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Garage,185 W MONROE ST,60603,42,1,32,41.880556104380105,-87.63333661315392,"(41.88055610438, -87.633336613154)"
17-05595161,08/21/2017,Completed,08/21/2017,Brick - Unpainted,Side,3801 W 31ST ST,60623,22,10,30,41.8368573318016,-87.71952510717979,"(41.836857331802, -87.71952510718)"
18-02902681,10/12/2018,Completed,10/12/2018,Metal - Painted,Garbage Cart,1920 N BISSELL ST,60614,43,18,7,41.9166187825992,-87.6522503490422,"(41.916618782599, -87.652250349042)"
17-05598938,08/21/2017,Completed,08/21/2017,Metal - Painted,Front,1464 N MILWAUKEE AVE,60622,1,14,24,41.9084144539212,-87.67462605059592,"(41.908414453921, -87.674626050596)"
17-05594006,08/21/2017,Completed,08/21/2017,Metal - Painted,Front,4351 W 55TH ST,60632,13,8,62,41.7930090937989,-87.7325611477638,"(41.793009093799, -87.732561147764)"
17-05600973,08/21/2017,Completed,08/21/2017,Metal - Painted,Pole,3933 S DR MARTIN LUTHER KING JR DR,60653,3,2,38,41.822773578477694,-87.61682215664759,"(41.822773578478, -87.616822156648)"
18-02899433,10/11/2018,Completed,10/12/2018,Metal - Painted,Mail Box,3219 W 56TH ST,60629,14,8,63,41.7915752713998,-87.70439056592251,"(41.7915752714, -87.704390565923)"
18-02902641,10/12/2018,Completed,10/12/2018,"Cement (Sidewalk, Alley, Wall, Curb)",Concrete Pillar,1902 N BISSELL ST,60614,43,18,7,41.9161345922817,-87.652228624956,"(41.916134592282, -87.652228624956)"
17-05523934,08/17/2017,Completed,08/21/2017,Brick - Painted,Side,2350 N MONTICELLO AVE,60647,35,25,22,41.924269121247605,-87.71835511529311,"(41.924269121248, -87.718355115293)"
17-05598417,08/21/2017,Completed,08/21/2017,Metal - Painted,Side,1201 N MILWAUKEE AVE,60642,2,14,24,41.9034746986603,-87.6664411780215,"(41.90347469866, -87.666441178021)"
17-05593153,08/21/2017,Completed,08/21/2017,Metal - Painted,Pole,739 W 17TH ST,60616,11,12,31,41.85904123571979,-87.6463629205655,"(41.85904123572, -87.646362920566)"
17-05598310,08/21/2017,Completed,08/21/2017,Brick - Painted,Rear,2130 N MILWAUKEE AVE,60647,1,14,22,41.9198217875922,-87.692545140338,"(41.919821787592, -87.692545140338)"
18-02892408,10/11/2018,Completed,10/12/2018,Metal - Painted,Front,229 W CERMAK RD,60616,25,9,34,41.85272577061129,-87.633187543555,"(41.852725770611, -87.633187543555)"
17-05530520,08/18/2017,Completed,08/21/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Front,318 W ARCADE PL,60606,42,1,32,41.881377014647896,-87.63613522661258,"(41.881377014648, -87.636135226613)"
17-05599432,08/21/2017,Completed,08/21/2017,Brick - Painted,Front,5835 W BELMONT AVE,60634,30,25,19,41.9383825393756,-87.77277684840841,"(41.938382539376, -87.772776848408)"
17-05532515,08/18/2017,Completed,08/21/2017,Other / Unknown Surface,Garage,9642 S ESCANABA AVE,60617,10,4,51,41.7196257308816,-87.5539432546761,"(41.719625730882, -87.553943254676)"
17-05519275,08/17/2017,Completed,08/21/2017,Brick - Unpainted,Rear,4925 W IRVING PARK RD,60641,45,16,15,41.9532656036634,-87.7508917952824,"(41.953265603663, -87.750891795282)"
17-05555364,08/19/2017,Completed,08/21/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Alley,4741 N ST LOUIS AVE,60625,33,17,14,41.9677794465451,-87.71564341714429,"(41.967779446545, -87.715643417144)"
18-02895162,10/11/2018,Completed,10/12/2018,Brick - Unpainted,Side,3137 W 58TH ST,60629,14,8,63,41.7879712968651,-87.7024076792396,"(41.787971296865, -87.70240767924)"
18-02890736,10/11/2018,Completed,10/12/2018,Brick - Unpainted,Side,3300 W 55TH ST,60632,14,8,63,41.7935877284084,-87.70606830509529,"(41.793587728408, -87.706068305095)"
17-05592300,08/21/2017,Completed,08/21/2017,Metal - Unpainted,Garage,987 W 33RD PL,60608,11,9,60,41.8336561342544,-87.65091255121379,"(41.833656134254, -87.650912551214)"
18-02902497,10/12/2018,Completed,10/12/2018,"Cement (Sidewalk, Alley, Wall, Curb)",Front,1866 N BISSELL ST,60614,43,18,7,41.915603611480705,-87.65221153803971,"(41.915603611481, -87.65221153804)"
17-05598534,08/21/2017,Completed,08/21/2017,Metal - Painted,Rear,1330 N MILWAUKEE AVE,60622,1,14,24,41.9058408783197,-87.6705973551238,"(41.90584087832, -87.670597355124)"
17-05592934,08/21/2017,Completed,08/21/2017,Glass,Front,767 W 26TH ST,60616,11,9,60,41.845224713924395,-87.64601427953541,"(41.845224713924, -87.646014279535)"
17-05595058,08/21/2017,Completed,08/21/2017,Brick - Unpainted,Front,1518 N MILWAUKEE AVE,60622,1,14,24,41.909030982870604,-87.67558694187929,"(41.909030982871, -87.675586941879)"
18-02876861,10/09/2018,Completed,10/12/2018,Brick - Painted,Front,1337 W 32ND PL,60608,11,9,60,41.83466590106351,-87.6599664061895,"(41.834665901063, -87.65996640619)"
17-05593260,08/21/2017,Completed,08/21/2017,Brick - Painted,Front,731 W 17TH ST,60616,11,12,31,41.8590454492228,-87.6460634311529,"(41.859045449223, -87.646063431153)"
18-02902686,10/12/2018,Completed,10/12/2018,Metal - Painted,Garbage Cart,1958 N BISSELL ST,60614,43,18,7,41.917637891675206,-87.6522835040204,"(41.917637891675, -87.65228350402)"
17-05598932,08/21/2017,Completed,08/21/2017,Metal - Painted,Pole,1910 N WESTERN AVE,60647,1,14,22,41.91612077868321,-87.68752163827841,"(41.916120778683, -87.687521638278)"
18-02906214,10/12/2018,Completed,10/12/2018,Metal - Painted,Front,3115 W IRVING PARK RD,60618,33,17,16,41.95382178043751,-87.7062747407362,"(41.953821780437, -87.706274740736)"
17-05575769,08/20/2017,Completed,08/21/2017,Metal - Painted,Pole,4502 N WESTERN AVE,60625,47,19,4,41.963280487058604,-87.68888814438209,"(41.963280487059, -87.688888144382)"
17-05593032,08/21/2017,Completed,08/21/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Front,3659 S ASHLAND AVE,60609,11,9,59,41.827053935434996,-87.665337790117,"(41.827053935435, -87.665337790117)"
18-02902319,10/12/2018,Completed,10/12/2018,Brick - Painted,Front,1862 N BISSELL ST,60614,43,18,7,41.9154987969196,-87.65220844596091,"(41.91549879692, -87.652208445961)"
17-05576454,08/20/2017,Completed,08/21/2017,Vinyl Siding,Garage,3916 W JACKSON BLVD,60624,28,11,26,41.8772208513764,-87.72383502673522,"(41.877220851376, -87.723835026735)"
17-05531903,08/18/2017,Completed,08/21/2017,Brick - Painted,Alley,4714 S WOLCOTT AVE,60609,15,9,61,41.808042975744,-87.67238892916842,"(41.808042975744, -87.672388929168)"
18-02899089,10/11/2018,Completed,10/12/2018,Metal - Painted,Bridge,518 W GRAND AVE,60654,27,12,24,41.891509266168796,-87.6413552418162,"(41.891509266169, -87.641355241816)"
17-05594887,08/21/2017,Completed,08/21/2017,Brick - Painted,Front,2300 N DAMEN AVE,60647,32,14,22,41.922662850493204,-87.677944862503,"(41.922662850493, -87.677944862503)"
18-02898542,10/11/2018,Completed,10/12/2018,Metal - Unpainted,Alley,2848 W ADDISON ST,60618,33,17,16,41.94678148304771,-87.6999793949397,"(41.946781483048, -87.69997939494)"
17-05531759,08/18/2017,Completed,08/21/2017,Metal - Painted,Rear,1849 N KEYSTONE AVE,60639,35,25,20,41.91497089518649,-87.7275663372013,"(41.914970895187, -87.727566337201)"
17-05550761,08/19/2017,Completed,08/21/2017,Aluminum Siding,Garage,4721 W WARWICK AVE,60641,30,17,15,41.9487655828537,-87.74547843404119,"(41.948765582854, -87.745478434041)"
17-05593940,08/21/2017,Completed,08/21/2017,Metal - Painted,Front,3139 W 55TH ST,60632,14,8,63,41.7934220340234,-87.7026466688014,"(41.793422034023, -87.702646668801)"
17-05533405,08/18/2017,Completed,08/21/2017,Glass,Door,1353 S WABASH AVE,60605,3,1,33,41.86426327470829,-87.62560765907742,"(41.864263274708, -87.625607659077)"
17-05596261,08/21/2017,Completed,08/21/2017,Metal - Unpainted,Front,2313 W FULLERTON AVE,60647,32,14,22,41.924814082174,-87.68575249851021,"(41.924814082174, -87.68575249851)"
18-02891907,10/11/2018,Completed,10/12/2018,Vinyl Siding,Side,1931 N LAWNDALE AVE,60647,1,25,22,41.9162936002693,-87.7190422492783,"(41.916293600269, -87.719042249278)"
17-05592929,08/21/2017,Completed,08/21/2017,Metal - Painted,Sign,5658 S DR MARTIN LUTHER KING JR DR,60637,20,2,40,41.7912617043291,-87.61603783442709,"(41.791261704329, -87.616037834427)"
17-05581600,08/20/2017,Completed,08/21/2017,Aluminum Siding,Front,2335 S CALIFORNIA AVE,60608,12,10,30,41.849066779775704,-87.69522155177401,"(41.849066779776, -87.695221551774)"
17-05600548,08/21/2017,Completed,08/21/2017,Metal - Painted,Viaduct,3540 S HOYNE AVE,60609,12,9,59,41.8291357629868,-87.6778346942144,"(41.829135762987, -87.677834694214)"
17-05600709,08/21/2017,Completed,08/21/2017,Metal - Painted,Garage,2318 W 36TH ST,60609,12,9,59,41.828584566127795,-87.68339502999349,"(41.828584566128, -87.683395029993)"
17-05599759,08/21/2017,Completed,08/21/2017,Metal - Unpainted,Front,2639 N MILWAUKEE AVE,60647,35,14,22,41.9297986118487,-87.7083701378874,"(41.929798611849, -87.708370137887)"
17-05593857,08/21/2017,Completed,08/21/2017,Metal - Painted,Front,3156 S WALLACE ST,60616,11,9,60,41.8364306672668,-87.6415184944487,"(41.836430667267, -87.641518494449)"
17-05594643,08/21/2017,Completed,08/21/2017,Metal - Painted,Door,2122 S HALSTED ST,60608,11,12,31,41.8534763693054,-87.64666377950078,"(41.853476369305, -87.646663779501)"
17-05558992,08/19/2017,Completed,08/21/2017,Brick - Unpainted,Side,649 W DIVERSEY PKWY,60614,43,19,7,41.93267854122951,-87.6455014725247,"(41.93267854123, -87.645501472525)"
17-05524689,08/18/2017,Completed,08/21/2017,Metal - Unpainted,Sign,6005 S KOMENSKY AVE,60629,23,8,65,41.78389733309611,-87.72398193229179,"(41.783897333096, -87.723981932292)"
17-05570677,08/20/2017,Completed,08/21/2017,Brick - Unpainted,Side,2241 N KEDZIE SD,60647,32,14,22,41.922369360252,-87.7069966276557,"(41.922369360252, -87.706996627656)"
17-05600917,08/21/2017,Completed,08/21/2017,Metal - Painted,Pole,3920 S DR MARTIN LUTHER KING JR DR,60653,3,2,38,41.8232114843564,-87.61712755623259,"(41.823211484356, -87.617127556233)"
17-05535407,08/18/2017,Completed,08/21/2017,Metal - Painted,Rear,5348 W DAKIN ST,60641,38,16,15,41.9524108250285,-87.76153964739478,"(41.952410825029, -87.761539647395)"
17-05555859,08/19/2017,Completed,08/21/2017,Metal - Painted,Pole,1917 S ALLPORT ST,60608,25,12,31,41.8556125479884,-87.6574285908437,"(41.855612547988, -87.657428590844)"
17-05540958,08/18/2017,Completed,08/21/2017,Metal - Painted,Door,1131 S PLYMOUTH CT,60605,4,1,32,41.8688313997969,-87.62840580985849,"(41.868831399797, -87.628405809858)"
17-05533177,08/18/2017,Completed,08/21/2017,"Cement (Sidewalk, Alley, Wall, Curb)",Front,1200 S PLYMOUTH CT,60605,3,1,33,41.8672078272901,-87.62856221451192,"(41.86720782729, -87.628562214512)"
17-05589472,08/21/2017,Completed,08/21/2017,Other / Unknown Surface,Garbage Cart,1706 S HALSTED ST,60608,11,12,31,41.858923880461,-87.6468224007775,"(41.858923880461, -87.646822400777)"
17-05595549,08/21/2017,Completed,08/21/2017,Metal - Unpainted,Front,1226 N HALSTED ST,60642,27,18,8,41.9042353961352,-87.6482617041934,"(41.904235396135, -87.648261704193)"
17-05536066,08/18/2017,Completed,08/21/2017,Brick - Unpainted,Alley,4358 N FRANCISCO AVE,60618,33,17,16,41.96113957478529,-87.7010550425823,"(41.961139574785, -87.701055042582)"
17-05593744,08/21/2017,Completed,08/21/2017,Metal - Painted,Traffic Control Box,424 W 31ST ST,60616,11,9,60,41.8382677703972,-87.63762012344921,"(41.838267770397, -87.637620123449)"
17-05530758,08/18/2017,Completed,08/21/2017,Metal - Painted,Garage,2129 N LOCKWOOD AVE,60639,36,25,19,41.9195041122337,-87.7583197913372,"(41.919504112234, -87.758319791337)"
18-02890854,10/11/2018,Completed,10/12/2018,Brick - Unpainted,Alley,6151 N GLENWOOD AVE,60660,48,24,77,41.9941961084194,-87.6651248388634,"(41.994196108419, -87.665124838863)"
17-05582403,08/20/2017,Completed,08/21/2017,Brick - Unpainted,Side,4707 S MAPLEWOOD AVE,60632,15,9,58,41.80812835781521,-87.68794767862431,"(41.808128357815, -87.687947678624)"
17-05593070,08/21/2017,Completed,08/21/2017,Brick - Painted,Dumpster,3351 S MAY ST,60608,11,9,60,41.832898216770204,-87.6545209111878,"(41.83289821677, -87.654520911188)"
18-02903285,10/12/2018,Completed,10/12/2018,"Cement (Sidewalk, Alley, Wall, Curb)",Concrete Pillar,1855 N SHEFFIELD AVE,60614,43,18,7,41.9153521842239,-87.65312558675,"(41.915352184224, -87.65312558675)"
17-05591672,08/21/2017,Completed,08/21/2017,Metal - Unpainted,Pole,3214 W 54TH ST,60632,14,8,63,41.795438962927605,-87.7043164024608,"(41.795438962928, -87.704316402461)"
18-02906000,10/12/2018,Completed,10/12/2018,Metal - Painted,Fence,3301 W IRVING PARK RD,60618,33,17,16,41.953781227620794,-87.7105229129083,"(41.953781227621, -87.710522912908)"
17-05576415,08/20/2017,Completed,08/21/2017,Brick - Unpainted,Side,4227 S ALBANY AVE,60632,15,9,58,41.8164782587803,-87.7016609639613,"(41.81647825878, -87.701660963961)"
17-05575660,08/20/2017,Completed,08/21/2017,Aluminum Siding,Garage,1842 N MILWAUKEE AVE,60647,32,14,22,41.9148257377745,-87.6845519710494,"(41.914825737774, -87.684551971049)"
18-02884020,10/10/2018,Completed,10/12/2018,Brick - Unpainted,Front,3500 N MILWAUKEE AVE,60641,30,17,16,41.944103086821706,-87.7322989781217,"(41.944103086822, -87.732298978122)"
17-05593589,08/21/2017,Completed,08/21/2017,Metal - Painted,Front,3655 S ASHLAND AVE,60609,11,9,59,41.8271596990394,-87.6653393534387,"(41.827159699039, -87.665339353439)"
17-05598575,08/21/2017,Completed,08/21/2017,Metal - Painted,Rear,1370 N MILWAUKEE AVE,60622,1,14,24,41.9066193343965,-87.6718116259931,"(41.906619334397, -87.671811625993)"
17-05591254,08/21/2017,Completed,08/21/2017,Metal - Unpainted,Rear,2418 W 47TH ST,60632,15,9,58,41.8085369552211,-87.6851723462748,"(41.808536955221, -87.685172346275)"
17-05599320,08/21/2017,Completed,08/21/2017,Metal - Painted,Fence,1446 N MILWAUKEE AVE,60622,1,14,24,41.90808920819221,-87.67411532293579,"(41.908089208192, -87.674115322936)"
18-02891422,10/11/2018,Completed,10/12/2018,Brick - Painted,Front,1617 N HOYNE AVE,60647,2,14,24,41.911011207665794,-87.67985603078779,"(41.911011207666, -87.679856030788)"
17-05550106,08/19/2017,Completed,08/21/2017,Metal - Painted,Pole,305 E GRAND AVE,60611,42,18,8,41.891696827993606,-87.62001927050301,"(41.891696827994, -87.620019270503)"
17-05594857,08/21/2017,Completed,08/21/2017,Metal - Painted,Front,2830 N CALIFORNIA AVE,60618,33,14,21,41.9330018979189,-87.69778624080129,"(41.933001897919, -87.697786240801)"
17-05597906,08/21/2017,Completed,08/21/2017,Brick - Unpainted,Front,1253 N MILWAUKEE AVE,60622,1,14,24,41.9045888729971,-87.66817349345101,"(41.904588872997, -87.668173493451)"
17-05577023,08/20/2017,Completed,08/21/2017,Metal - Painted,Dumpster,2142 N MILWAUKEE AVE,60647,1,14,22,41.920040788520105,-87.692904827804,"(41.92004078852, -87.692904827804)"
17-05595297,08/21/2017,Completed,08/21/2017,Brick - Unpainted,Side,3000 S AVERS AVE,60623,22,10,30,41.838690954584706,-87.72088236841091,"(41.838690954585, -87.720882368411)"
18-02884100,10/10/2018,Completed,10/12/2018,Brick - Unpainted,Front,3224 W GRAND AVE,60651,26,11,23,41.89891116162929,-87.70784793620979,"(41.898911161629, -87.70784793621)"
17-05598613,08/21/2017,Completed,08/21/2017,Metal - Painted,Rear,1462 N MILWAUKEE AVE,60622,1,14,24,41.9083783508975,-87.6745692077849,"(41.908378350898, -87.674569207785)"
