Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What Type of Surface is the Graffiti on?,Where is the Graffiti located?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location
10/12/2018,Completed,10/12/2018,18-02905887,Graffiti Removal,Metal - Painted,Traffic Control Box,2301 W IRVING PARK RD,60618,1160308.41792984,1926509.83510851,47,19,5,38,41.95393808439460,-87.68609928887430,"(41.953938084395, -87.686099288874)"
10/11/2018,Completed,10/12/2018,18-02892655,Graffiti Removal,Other/Unknown Surface,Front,4440 N KEDZIE AVE,60625,1154249.31249967,1929430.36543424,33,17,14,60,41.96242340405460,-87.70842885896420,"(41.962423404055, -87.708428858964)"
10/10/2018,Completed,10/12/2018,18-02889162,Graffiti Removal,Other/Unknown Surface,Alley,2329 N WINCHESTER AVE,60614,1162888.49823395,1915466.67818542,32,14,22,,41.924101996607200,-87.67619515579200,"(41.924101996607, -87.676195155792)"
01/16/2018,Completed,01/17/2018,18-00298847,Graffiti Removal,Brick - Unpainted,Side,1758 W 21ST ST,60608,1164969.33512417,1890118.39972217,25,12,31,,41.85418738931660,-87.67087463707000,"(41.854187389317, -87.67087463707)"
01/16/2018,Completed,01/17/2018,18-00297818,Graffiti Removal,Brick - Unpainted,Front,1744 N MOZART ST,60647,1157143.83046864,1911765.09629053,1,14,24,,41.91361883650410,-87.698262151154,"(41.913618836504, -87.698262151154)"
01/16/2018,Completed - Dup,01/17/2018,18-00297711,Graffiti Removal,Glass,Window,6453 S ASHLAND AVE,60636,1166779.20617376,1861922.94362213,16,7,67,,41.77609592948080,-87.66398322900510,"(41.776095929481, -87.663983229005)"
01/17/2018,Completed,01/17/2018,18-00320543,Graffiti Removal,Metal - Painted,Dumpster,2813 W ARMITAGE AVE,60647,1157247.36978256,1913162.44056594,1,14,22,,41.91737467207160,-87.6977570572764,"(41.917374672072, -87.697757057276)"
01/16/2018,Completed,01/17/2018,18-00291458,Graffiti Removal,Aluminum Siding,Side,2534 W PETERSON AVE,60659,1158221.90530455,1939769.36267913,40,24,2,,41.990585214688,-87.69353452177740,"(41.990585214688, -87.693534521777)"
10/11/2018,Completed,10/12/2018,18-02892759,Graffiti Removal,Brick - Unpainted,Side,655 W 29TH ST,60616,1172316.38550197,1885671.31201855,11,9,60,,41.841611065520800,-87.64370802171550,"(41.841611065521, -87.643708021716)"
08/17/2017,Completed,08/18/2017,17-05514792,Graffiti Removal,Brick - Unpainted,Alley,4559 S PULASKI RD,60632,1150452.54852689,1874106.12861563,14,8,57,39,41.80979729675350,-87.72350821259220,"(41.809797296754, -87.723508212592)"
10/11/2018,Completed,10/12/2018,18-02898325,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Alley,4068 N KENMORE AVE,60613,1168437.40413421,1927267.03628624,46,19,3,34,41.95641388926130,-87.65633462305330,"(41.956413889261, -87.656334623053)"
08/17/2017,Completed,08/18/2017,17-05509062,Graffiti Removal,Metal - Painted,Rear,4651 N WESTERN AVE,60625,1159528.91569533,1930877.08651554,47,19,4,21,41.966301466813700,-87.68868797036830,"(41.966301466814, -87.688687970368)"
08/17/2017,Completed,08/18/2017,17-05517252,Graffiti Removal,Brick - Painted,Side,3821 W 30TH ST,60623,1151288.20506877,1884441.95158389,22,10,30,,41.83867892378410,-87.72049095200660,"(41.838678923784, -87.720490952007)"
08/18/2017,Completed,08/18/2017,17-05531560,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,639 W WAYMAN ST,60661,1171869.96609227,1902320.77366833,42,12,28,,41.88731540685650,-87.64421904403330,"(41.887315406856, -87.644219044033)"
08/18/2017,Completed,08/18/2017,17-05529540,Graffiti Removal,Metal - Unpainted,Traffic Control Box,2001 W 23RD ST,60608,1163386.37848564,1888747.97349631,25,10,31,,41.85025204545410,-87.67585995741860,"(41.850252045454, -87.675859957419)"
08/17/2017,Completed,08/18/2017,17-05513744,Graffiti Removal,Brick - Painted,Side,3914 N CICERO AVE,60641,1143671.47062041,1925487.50943168,45,16,15,28,41.95202040049000,-87.74742591463390,"(41.95202040049, -87.747425914634)"
08/17/2017,Completed,08/18/2017,17-05513929,Graffiti Removal,Other / Unknown Surface,Front,4074 S ARCHER AVE,60632,1158363.78642998,1877653.78280719,12,9,58,39,41.81962443179380,-87.6954511469934,"(41.819624431794, -87.695451146993)"
08/17/2017,Completed - Dup,08/18/2017,17-05519223,Graffiti Removal,Other / Unknown Surface,Front,4901 W IRVING PARK RD,60641,1142950.78989427,1926143.63340312,45,16,15,28,41.953274021567700,-87.74991257595250,"(41.953274021568, -87.749912575953)"
10/12/2018,Completed,10/12/2018,18-02902983,Graffiti Removal,Metal - Painted,Pole,1875 N SHEFFIELD AVE,60614,1169341.90511984,1912551.60143363,43,18,7,,41.91586282738050,-87.65314423851860,"(41.91586282738, -87.653144238519)"
08/18/2017,Completed,08/18/2017,17-05529455,Graffiti Removal,Brick - Painted,Door,3021 S AVERS AVE,60623,1151184.90506877,1884296.65158389,22,10,30,,41.838124907721800,-87.72057210801480,"(41.838124907722, -87.720572108015)"
08/18/2017,Completed,08/18/2017,17-05532174,Graffiti Removal,Brick - Unpainted,Alley,2018 S DAMEN AVE,60608,1163353.70123381,1890253.46429782,25,12,31,,41.854302377962600,-87.67605056290680,"(41.854302377963, -87.676050562907)"
10/11/2018,Completed,10/12/2018,18-02897886,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,4906 S KEDZIE AVE,60632,1155871.90326597,1871879.11582085,14,8,58,,41.804170537694800,-87.7040082338742,"(41.804170537695, -87.704008233874)"
08/17/2017,Completed,08/18/2017,17-05513743,Graffiti Removal,Brick - Unpainted,Side,2858 S AVERS AVE,60623,1151173.60506877,1884716.25158389,22,10,30,,41.83887483235800,-87.72088784571990,"(41.838874832358, -87.72088784572)"
08/18/2017,Completed,08/18/2017,17-05532395,Graffiti Removal,Metal - Unpainted,Sign,2058 S WOLCOTT AVE,60608,1164023.82050808,1890184.78031798,25,12,31,,41.85406958226370,-87.67359000881770,"(41.854069582264, -87.673590008818)"
10/11/2018,Completed,10/12/2018,18-02892650,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Concrete Pillar,5300 S KOSTNER AVE,60632,1147928.50518348,1869109.17991657,23,8,62,,41.79675920283250,-87.73321282362940,"(41.796759202833, -87.733212823629)"
10/11/2018,Completed,10/12/2018,18-02892110,Graffiti Removal,Brick - Unpainted,Side,6340 W IRVING PARK RD,60634,1133376.57018199,1925916.39667947,38,16,15,,41.95303603444710,-87.78575581626960,"(41.953036034447, -87.78575581627)"
08/17/2017,Completed,08/18/2017,17-05514106,Graffiti Removal,Metal - Unpainted,Mail Box,3565 N CALIFORNIA AVE,60618,1157084.01983403,1923579.48529168,33,17,21,,41.94659610921070,-87.69788199776030,"(41.946596109211, -87.69788199776)"
08/17/2017,Completed,08/18/2017,17-05516438,Graffiti Removal,Brick - Unpainted,Rear,4546 S WOOD ST,60609,1165110.68582558,1874545.18317346,15,9,61,,41.81080555908840,-87.67003696258540,"(41.810805559088, -87.670036962585)"
01/16/2018,Completed - Dup,01/17/2018,18-00295446,Graffiti Removal,Wood - Unpainted,Front,2744 W 50TH ST,60632,1158826.32999042,1871391.29207965,14,9,63,,41.80293053267940,-87.69339678686860,"(41.802930532679, -87.693396786869)"
01/17/2018,Completed,01/17/2018,18-00312138,Graffiti Removal,Metal - Painted,Front,2659 W ROOSEVELT RD,60608,1158743.75058158,1894609.9410969,28,10,29,,41.866428033429700,-87.6933631520081,"(41.86642803343, -87.693363152008)"
08/18/2017,Completed,08/18/2017,17-05529429,Graffiti Removal,Metal - Painted,Pole,2651 W CERMAK RD,60608,1159029.53739551,1889294.32219224,24,10,30,,41.851833232953500,-87.69256478108200,"(41.851833232953, -87.692564781082)"
08/17/2017,Completed,08/18/2017,17-05517010,Graffiti Removal,Other / Unknown Surface,Front,4901 W IRVING PARK RD,60641,1142950.78989427,1926143.63340312,45,16,15,28,41.953274021567700,-87.74991257595250,"(41.953274021568, -87.749912575953)"
10/12/2018,Completed,10/12/2018,18-02905713,Graffiti Removal,Metal - Painted,Pole,1029 W DIVERSEY PKWY,60614,1168817.92997417,1918765.8912019,43,19,7,35,41.93250612066100,-87.65511560512470,"(41.932506120661, -87.655115605125)"
08/17/2017,Completed,08/18/2017,17-05509348,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,4239 N KOSTNER AVE,60641,1146087.78772129,1927978.57249452,39,17,16,,41.9583527655438,-87.73817034149240,"(41.958352765544, -87.738170341492)"
08/17/2017,Completed - Dup,08/18/2017,17-05523138,Graffiti Removal,Metal - Painted,Side,5041 N KIMBALL AVE,60625,1152802.31997009,1933371.79003054,39,17,13,,41.97324469459740,-87.71335121552890,"(41.973244694597, -87.713351215529)"
08/18/2017,Completed,08/18/2017,17-05529447,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,2601 W CERMAK RD,60608,1159366.79151694,1889302.98438742,24,10,30,,41.85185721101670,-87.69066121876150,"(41.851857211017, -87.690661218762)"
10/11/2018,Completed,10/12/2018,18-02893023,Graffiti Removal,Metal - Unpainted,Front,1616 N WESTERN AVE,60647,1160115.52901338,1910680.89551102,1,14,24,33,41.91085908129090,-87.68738217969610,"(41.910859081291, -87.687382179696)"
08/17/2017,Completed - Dup,08/18/2017,17-05518960,Graffiti Removal,Other/Unknown Surface,Alley,2518 S KARLOV AVE,60623,1149673.30926726,1886885.40822388,22,10,30,,41.84539416157360,-87.7263519794103,"(41.845394161574, -87.72635197941)"
08/17/2017,Completed,08/18/2017,17-05510107,Graffiti Removal,Wood - Unpainted,Fence,4932 S WESTERN AVE,60609,1161197.08991576,1871839.88998172,14,9,63,,41.80371620233200,-87.68444276848250,"(41.803716202332, -87.684442768482)"
10/11/2018,Completed,10/12/2018,18-02894311,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Underpass,5550 N HARLEM AVE,60656,1127370.13252851,1936544.17542154,41,16,10,,41.98221573286360,-87.80708846765950,"(41.982215732864, -87.80708846766)"
08/16/2017,Completed,08/18/2017,17-05494478,Graffiti Removal,Brick - Unpainted,Rear,225 W CHICAGO AVE,60654,1174487.93747521,1905682.64430267,42,18,8,,41.89647456293090,-87.63529344021490,"(41.896474562931, -87.635293440215)"
10/11/2018,Completed,10/12/2018,18-02899443,Graffiti Removal,Brick - Painted,Side,5300 S PULASKI RD,60632,1150601.08809149,1869151.66999021,23,8,62,,41.79675457185310,-87.72340922029960,"(41.796754571853, -87.7234092203)"
08/17/2017,Completed,08/18/2017,17-05515228,Graffiti Removal,Brick - Painted,Front,3601 W BELMONT AVE,60618,1151817.43939609,1921041.96557212,30,25,21,,41.93910569318490,-87.7174565545654,"(41.939105693185, -87.717456554565)"
08/18/2017,Completed,08/18/2017,17-05529420,Graffiti Removal,Metal - Painted,Sign,3350 S KEDZIE AVE,60623,1155561.91778328,1882538.1866747,22,10,30,,41.83196010238060,-87.70482040105750,"(41.831960102381, -87.704820401057)"
08/18/2017,Completed,08/18/2017,17-05530810,Graffiti Removal,Metal - Painted,Traffic Control Box,958 N CLARK ST,60610,1175360.38732987,1906952.15991958,2,18,8,,41.900512371720600,-87.63149602276910,"(41.900512371721, -87.631496022769)"
10/11/2018,Completed,10/12/2018,18-02893423,Graffiti Removal,Metal - Painted,Fence,5143 S KEDZIE AVE,60632,1155915.75941657,1870348.98219362,14,9,63,,41.799540741142300,-87.7035832180523,"(41.799540741142, -87.703583218052)"
10/11/2018,Completed,10/12/2018,18-02895722,Graffiti Removal,Other / Unknown Surface,Side,2708 S PULASKI RD,60623,1150148.40829908,1885697.97340371,22,10,30,,41.842086096760700,-87.72463965526220,"(41.842086096761, -87.724639655262)"
08/17/2017,Completed,08/18/2017,17-05518673,Graffiti Removal,Metal - Painted,Pole,4700 S KEDZIE AVE,60632,1155830.9957733,1873295.87702919,14,8,58,39,41.80804727165030,-87.70411882229870,"(41.80804727165, -87.704118822299)"
08/17/2017,Completed,08/18/2017,17-05508940,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,136 S WELLS ST,60606,1174756.982675,1899602.64875,42,1,32,,41.879703090965600,-87.63391636027030,"(41.879703090966, -87.63391636027)"
08/17/2017,Completed,08/18/2017,17-05507075,Graffiti Removal,Metal - Painted,Front,3846 N CICERO AVE,60641,1143679.02201736,1925235.04367508,45,16,15,28,41.95117528607160,-87.74740105776550,"(41.951175286072, -87.747401057765)"
08/18/2017,Completed,08/18/2017,17-05529658,Graffiti Removal,Metal - Painted,Sign,2111 S DAMEN AVE,60608,1163361.77726776,1889959.17233083,25,12,31,,41.85365015328740,-87.67573947900010,"(41.853650153287, -87.675739479)"
10/11/2018,Completed - Dup,10/12/2018,18-02893556,Graffiti Removal,Glass,Front,2656 W MONTROSE AVE,60618,1157714.72308861,1929121.61229685,33,17,14,60,41.96137618882020,-87.69582890497110,"(41.96137618882, -87.695828904971)"
08/17/2017,Completed,08/18/2017,17-05509741,Graffiti Removal,Brick - Painted,Garage,1019 W 16TH ST,60608,1169915.41009428,1892251.7251079,25,12,31,,41.85972753663060,-87.65175502062760,"(41.859727536631, -87.651755020628)"
10/11/2018,Completed - Dup,10/12/2018,18-02896594,Graffiti Removal,Metal - Painted,Alley,4825 N PAULINA ST,60640,1164355.87270997,1932212.77677075,47,20,3,31,41.969667776271200,-87.6708943236934,"(41.969667776271, -87.670894323693)"
08/16/2017,Completed,08/18/2017,17-05492109,Graffiti Removal,Brick - Painted,Rear,2712 S SAWYER AVE,60623,1155134.04378938,1885805.51500733,22,10,30,,41.842245084273100,-87.70633600204510,"(41.842245084273, -87.706336002045)"
08/17/2017,Completed,08/18/2017,17-05515022,Graffiti Removal,Other / Unknown Surface,Fence,3170 N ELSTON AVE,60618,1157276.42558272,1920909.5621695,33,14,21,,41.93874654164280,-87.69760216704840,"(41.938746541643, -87.697602167048)"
08/18/2017,Completed,08/18/2017,17-05530750,Graffiti Removal,Metal - Painted,Pole,1900 S WOLCOTT AVE,60608,1164006.6698826,1890759.54997149,25,12,31,,41.85582158496090,-87.67364202807830,"(41.855821584961, -87.673642028078)"
08/17/2017,Completed,08/18/2017,17-05513745,Graffiti Removal,Brick - Unpainted,Side,2859 S AVERS AVE,60623,1151173.80506877,1884709.45158389,22,10,30,,41.83887972088640,-87.7205943470278,"(41.838879720886, -87.720594347028)"
08/18/2017,Completed,08/18/2017,17-05532517,Graffiti Removal,Brick - Unpainted,Side,2759 S SPAULDING AVE,60623,1154811.47512668,1885480.92253012,22,10,30,,41.840933163587700,-87.70722417685920,"(41.840933163588, -87.707224176859)"
08/18/2017,Completed,08/18/2017,17-05529625,Graffiti Removal,Metal - Painted,Pole,1901 S DAMEN AVE,60608,1163339.62896654,1890727.04699215,25,12,31,,41.85581662218580,-87.67579932374980,"(41.855816622186, -87.67579932375)"
10/11/2018,Completed,10/12/2018,18-02894567,Graffiti Removal,Brick - Unpainted,Front,1554 N HAMLIN AVE,60651,1150752.28002842,1910064.41996658,26,25,23,,41.90972957787640,-87.72181062908710,"(41.909729577876, -87.721810629087)"
08/18/2017,Completed,08/18/2017,17-05530616,Graffiti Removal,Metal - Painted,Door,2100 S WOLCOTT AVE,60608,1164026.52050808,1890095.38031798,25,12,31,,41.853997624794800,-87.67358754159670,"(41.853997624795, -87.673587541597)"
10/11/2018,Completed - Dup,10/12/2018,18-02895109,Graffiti Removal,Brick - Painted,Side,2900 S UNION AVE,60616,1172100.15762717,1885665.46093022,11,9,60,,41.841623786960700,-87.64408466707850,"(41.841623786961, -87.644084667078)"
08/18/2017,Completed,08/18/2017,17-05530579,Graffiti Removal,Metal - Painted,Pole,1758 S DAMEN AVE,60608,1163317.3148005,1891545.05342557,25,12,31,,41.85770590888700,-87.67614265996230,"(41.857705908887, -87.676142659962)"
08/17/2017,Completed,08/18/2017,17-05513961,Graffiti Removal,Other / Unknown Surface,Dumpster,2009 N HOWE ST,60614,1171616.4191095,1913605.78233254,43,18,7,,41.91854939859210,-87.64475289000420,"(41.918549398592, -87.644752890004)"
08/18/2017,Completed,08/18/2017,17-05531094,Graffiti Removal,Metal - Painted,Traffic Control Box,558 N WABASH AVE,60611,1176638.69978581,1904032.61761801,42,18,8,,41.892450905075700,-87.62689125410000,"(41.892450905076, -87.6268912541)"
10/12/2018,Completed,10/12/2018,18-02905901,Graffiti Removal,Metal - Painted,Dumpster,2248 W BYRON ST,60618,1160591.06051326,1925856.07678395,47,19,5,38,41.95235080267940,-87.68550650113810,"(41.952350802679, -87.685506501138)"
08/18/2017,Completed,08/18/2017,17-05531187,Graffiti Removal,Metal - Painted,Sign,322 E ILLINOIS ST,60611,1178689.36750826,1903687.61729864,42,18,8,,41.891133170854600,-87.61916020704620,"(41.891133170855, -87.619160207046)"
10/11/2018,Completed,10/12/2018,18-02900523,Graffiti Removal,Vinyl Siding,Front,3201 S LITUANICA AVE,60608,1170827.45610117,1883716.19371308,11,9,60,,41.836388197638900,-87.64852003794980,"(41.836388197639, -87.64852003795)"
08/17/2017,Completed,08/18/2017,17-05513967,Graffiti Removal,Vinyl Siding,Garage,3011 N RACINE AVE,60657,1167765.36771761,1920187.41797956,44,19,6,,41.93653709342070,-87.65870430431590,"(41.936537093421, -87.658704304316)"
08/18/2017,Completed,08/18/2017,17-05531611,Graffiti Removal,Brick - Unpainted,Front,1402 W LAKE ST,60607,1166859.76278809,1901546.91209378,27,12,28,,41.88551896215540,-87.6627660280835,"(41.885518962155, -87.662766028083)"
10/12/2018,Completed,10/12/2018,18-02902659,Graffiti Removal,Brick - Painted,Front,1920 N BISSELL ST,60614,1169663.72990714,1912866.76001852,43,18,7,,41.91661878259920,-87.65225034904220,"(41.916618782599, -87.652250349042)"
08/18/2017,Completed,08/18/2017,17-05529648,Graffiti Removal,Metal - Painted,Pole,1900 S DAMEN AVE,60608,1163339.12896654,1890741.94699215,25,12,31,,41.855808462721,-87.67609276836330,"(41.855808462721, -87.676092768363)"
08/17/2017,Completed,08/18/2017,17-05517692,Graffiti Removal,Limestone,Side,3441 N SOUTHPORT AVE,60657,1166356.46759083,1923068.36990581,44,19,6,27,41.944632329269,-87.66380357335420,"(41.944632329269, -87.663803573354)"
08/17/2017,Completed,08/18/2017,17-05513002,Graffiti Removal,Metal - Painted,Alley,4706 N MONTICELLO AVE,60625,1151206.06016671,1931026.31133385,35,17,14,,41.9667727598284,-87.7195765263142,"(41.966772759828, -87.719576526314)"
08/18/2017,Completed,08/18/2017,17-05531752,Graffiti Removal,Metal - Unpainted,Front,2028 W CHICAGO AVE,60622,1162737.87907631,1905337.58333061,2,12,24,29,41.89599928211040,-87.67824178270950,"(41.89599928211, -87.678241782709)"
10/11/2018,Completed,10/12/2018,18-02896551,Graffiti Removal,Brick - Unpainted,Alley,4749 N PAULINA ST,60640,1164372.69321361,1931603.33449515,47,19,3,31,41.96848979294480,-87.67086254281030,"(41.968489792945, -87.67086254281)"
08/17/2017,Completed,08/18/2017,17-05515838,Graffiti Removal,Brick - Unpainted,Front,2341 W MONTANA ST,60647,1160159.181425,1916168.949725,32,14,22,,41.92556635931170,-87.68684145180900,"(41.925566359312, -87.686841451809)"
08/17/2017,Completed,08/18/2017,17-05507035,Graffiti Removal,Brick - Painted,Front,1221 W 19TH ST,60608,1168446.06497386,1890886.62132708,25,12,31,,41.856011891740200,-87.65727410572450,"(41.85601189174, -87.657274105725)"
10/08/2018,Completed,10/12/2018,18-02867240,Graffiti Removal,Metal - Painted,Pole,1129 S STATE ST,60605,1176511.65371912,1895535.46106798,4,1,32,,41.86845104800220,-87.62730126646040,"(41.868451048002, -87.62730126646)"
08/17/2017,Completed,08/18/2017,17-05508407,Graffiti Removal,Metal - Painted,Sign,6933 W IMLAY ST,60631,1129107.22049867,1942375.39678767,41,16,10,,41.99806921274570,-87.80037192746080,"(41.998069212746, -87.800371927461)"
08/18/2017,Completed,08/18/2017,17-05531246,Graffiti Removal,Metal - Painted,Pole,255 E OHIO ST,60611,1178105.1884789,1904250.94658822,42,18,8,,41.892485182999900,-87.62052487756660,"(41.892485183, -87.620524877567)"
10/11/2018,Completed,10/12/2018,18-02892005,Graffiti Removal,Brick - Unpainted,Underpass,3322 S DAMEN AVE,60608,1163562.86533174,1882545.78400062,12,9,59,,41.83332980534450,-87.67550226080120,"(41.833329805344, -87.675502260801)"
08/17/2017,Completed,08/18/2017,17-05513828,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,1545 N CALIFORNIA AVE,60622,1157453.25663166,1910153.52146851,26,14,24,,41.909732908093700,-87.69689933939680,"(41.909732908094, -87.696899339397)"
08/18/2017,Completed,08/18/2017,17-05533047,Graffiti Removal,Metal - Unpainted,Door,1950 W NORTH AVE,60622,1162992.004925,1910658.952875,2,14,24,33,41.910601613785700,-87.67712003868940,"(41.910601613786, -87.677120038689)"
08/18/2017,Completed,08/18/2017,17-05531707,Graffiti Removal,Metal - Unpainted,Front,2024 W CHICAGO AVE,60622,1162764.87907631,1905338.38333061,2,12,24,29,41.896001992829300,-87.67808983249820,"(41.896001992829, -87.678089832498)"
08/18/2017,Completed,08/18/2017,17-05529578,Graffiti Removal,Metal - Unpainted,Fence,1948 W 21ST ST,60608,1163702.62050808,1890086.78031798,25,12,31,,41.854128500051900,-87.67539463256000,"(41.854128500052, -87.67539463256)"
10/11/2018,Completed,10/12/2018,18-02899273,Graffiti Removal,Aluminum Siding,Garage,4814 N ASHLAND AVE,60640,1164788.95813305,1932101.55871744,47,20,3,31,41.96940628782020,-87.66960107006050,"(41.96940628782, -87.66960107006)"
10/10/2018,Completed,10/12/2018,18-02886480,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Express Way Job,4309 N OB KENNEDY EXPY,60641,1145537.87288785,1928394.05201259,39,17,16,,41.95981373603130,-87.74076281350290,"(41.959813736031, -87.740762813503)"
08/17/2017,Completed,08/18/2017,17-05516248,Graffiti Removal,Brick - Unpainted,Front,2943 W 59TH ST,60629,1157667.49693383,1865375.60887054,16,8,66,59,41.786230245634100,-87.69773344551550,"(41.786230245634, -87.697733445516)"
08/18/2017,Completed,08/18/2017,17-05532241,Graffiti Removal,Metal - Painted,Sign,2100 S DAMEN AVE,60608,1163358.47726776,1890077.57233083,25,12,31,,41.8539628188686,-87.67603993045120,"(41.853962818869, -87.676039930451)"
10/11/2018,Completed - Dup,10/12/2018,18-02896781,Graffiti Removal,Metal - Painted,Alley,4825 N PAULINA ST,60640,1164355.87270997,1932212.77677075,47,20,3,31,41.969667776271200,-87.6708943236934,"(41.969667776271, -87.670894323693)"
08/17/2017,Completed,08/18/2017,17-05509318,Graffiti Removal,Brick - Unpainted,Front,2002 N DAMEN AVE,60647,1162709.87349626,1913324.45199459,32,14,22,33,41.91785546500940,-87.67777198693930,"(41.917855465009, -87.677771986939)"
08/16/2017,Completed,08/18/2017,17-05490330,Graffiti Removal,Glass,Front,3827 N SOUTHPORT AVE,60613,1166284.93527715,1925586.84992482,44,19,6,27,41.95156104941490,-87.66399468951260,"(41.951561049415, -87.663994689513)"
08/17/2017,Completed,08/18/2017,17-05508273,Graffiti Removal,Metal - Painted,Traffic Control Box,1900 W ADDISON ST,60613,1163035.33108476,1923924.15002199,47,19,5,,41.94700383071280,-87.67625333707210,"(41.947003830713, -87.676253337072)"
10/12/2018,Completed,10/12/2018,18-02903133,Graffiti Removal,Metal - Painted,Pole,1901 N SHEFFIELD AVE,60614,1169331.00511984,1912869.70143363,43,18,7,,41.91607486090250,-87.65315169817720,"(41.916074860902, -87.653151698177)"
08/18/2017,Completed,08/18/2017,17-05532099,Graffiti Removal,Brick - Unpainted,Front,829 S JEFFERSON ST,60607,1172454.34710504,1896429.30979168,25,1,28,,41.87118421998020,-87.64217340457340,"(41.87118421998, -87.642173404573)"
10/11/2018,Completed,10/12/2018,18-02899432,Graffiti Removal,Metal - Painted,Pole,5518 S SAWYER AVE,60629,1155653.68069724,1867846.594269,14,8,63,,41.79289525614690,-87.70490906278030,"(41.792895256147, -87.70490906278)"
08/18/2017,Completed,08/18/2017,17-05533029,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,2000 W ARMITAGE AVE,60647,1162710.57349626,1913303.05199459,32,14,22,33,41.91786480596270,-87.67774954069650,"(41.917864805963, -87.677749540697)"
08/18/2017,Completed,08/18/2017,17-05529510,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,3364 S ARCHER AVE,60608,1164016.28997724,1882356.95990025,12,9,59,,41.832887481387,-87.67380604924300,"(41.832887481387, -87.673806049243)"
08/18/2017,Completed,08/18/2017,17-05529653,Graffiti Removal,Wood - Painted,Bench,1903 S DAMEN AVE,60608,1163340.52896654,1890697.14699215,25,12,31,,41.85573546630080,-87.67579528651930,"(41.855735466301, -87.675795286519)"
08/17/2017,Completed,08/18/2017,17-05517297,Graffiti Removal,Metal - Unpainted,Express Way Job,799 W GRAND AVE,60654,1170954.17731639,1903683.95789707,27,12,24,,41.8910758893113,-87.64752724013720,"(41.891075889311, -87.647527240137)"
10/12/2018,Completed,10/12/2018,18-02903229,Graffiti Removal,Metal - Painted,Garbage Cart,1871 N SHEFFIELD AVE,60614,1169342.80511984,1912526.70143363,43,18,7,,41.91576063985530,-87.65314064367650,"(41.915760639855, -87.653140643677)"
08/18/2017,Completed,08/18/2017,17-05532487,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,1901 W CULLERTON ST,60608,1164009.53422728,1890427.62259955,25,12,31,,41.85484787954620,-87.67359126680970,"(41.854847879546, -87.67359126681)"
08/18/2017,Completed,08/18/2017,17-05529554,Graffiti Removal,Metal - Unpainted,Door,2255 S DAMEN AVE,60608,1163391.47502223,1888965.00783162,25,10,31,,41.85053547495190,-87.67564691976220,"(41.850535474952, -87.675646919762)"
10/11/2018,Completed,10/12/2018,18-02893611,Graffiti Removal,Brick - Painted,Front,1443 W 18TH ST,60608,1166911.32992943,1891504.48502106,25,12,31,,41.85773914006860,-87.66300760276800,"(41.857739140069, -87.663007602768)"
08/18/2017,Completed,08/18/2017,17-05532496,Graffiti Removal,Wood - Painted,Front,1858 W CULLERTON ST,60608,1164292.33422728,1890434.82259955,25,12,31,,41.85506981203460,-87.67335025667480,"(41.855069812035, -87.673350256675)"
10/11/2018,Completed,10/12/2018,18-02897244,Graffiti Removal,Brick - Painted,Fence,5313 S KEDZIE AVE,60632,1155950.11746626,1869167.33647375,14,9,63,,41.79671212285040,-87.70350051278510,"(41.79671212285, -87.703500512785)"
08/17/2017,Completed - Dup,08/18/2017,17-05518900,Graffiti Removal,Aluminum Siding,Side,2518 S KARLOV AVE,60623,1149673.30926726,1886885.40822388,22,10,30,,41.84539416157360,-87.7263519794103,"(41.845394161574, -87.72635197941)"
08/18/2017,Completed,08/18/2017,17-05530767,Graffiti Removal,Metal - Painted,Front,1381 W GRAND AVE,60642,1167101.21103028,1903598.01718264,1,12,24,,41.89091932924200,-87.66218858298450,"(41.890919329242, -87.662188582985)"
08/18/2017,Completed,08/18/2017,17-05532840,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,1520 S RACINE AVE,60608,1168618.15653304,1892657.61457653,25,12,28,,41.860978586958700,-87.65666196725420,"(41.860978586959, -87.656661967254)"
08/17/2017,Completed,08/18/2017,17-05510861,Graffiti Removal,Limestone,Front,1800 N CALIFORNIA AVE,60647,1157421.29311318,1911859.73010151,1,14,24,,41.91395259024740,-87.69724231327280,"(41.913952590247, -87.697242313273)"
