Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What Type of Surface is the Graffiti on?,Where is the Graffiti located?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location
08/09/2017,Completed,08/09/2017,17-05304187,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Viaduct,1753 S DAMEN AVE,60608,1163316.8148005,1891561.75342557,25,12,31,,41.85771055937920,-87.67584906967730,"(41.857710559379, -87.675849069677)"
08/09/2017,Completed,08/09/2017,17-05311095,Graffiti Removal,Brick - Unpainted,Door,4211 S CAMPBELL AVE,60632,1160391.46273027,1876670.21982813,15,9,58,,41.817125265388900,-87.68700441473320,"(41.817125265389, -87.687004414733)"
08/09/2017,Completed,08/09/2017,17-05304796,Graffiti Removal,Brick - Unpainted,Garage,2349 S LEAVITT ST,60608,1162073.18870566,1888295.76737883,25,10,31,,41.84883420524120,-87.68050576492550,"(41.848834205241, -87.680505764925)"
08/08/2017,Completed,08/09/2017,17-05291610,Graffiti Removal,Brick - Painted,Rear,2209 N SHEFFIELD AVE,60614,1169265.43413354,1914864.96288208,43,18,7,,41.922057796815800,-87.65335275705110,"(41.922057796816, -87.653352757051)"
08/09/2017,Completed,08/09/2017,17-05307023,Graffiti Removal,Glass,Rear,4741 S CHRISTIANA AVE,60632,1154839.76718937,1872843.07772167,14,8,58,39,41.806845332645700,-87.70747479517270,"(41.806845332646, -87.707474795173)"
08/09/2017,Completed,08/09/2017,17-05309449,Graffiti Removal,Brick - Painted,Front,2639 N KEDZIE AVE,60647,1154585.32019144,1917446.76140299,32,14,22,,41.929585357019400,-87.70722344947930,"(41.929585357019, -87.707223449479)"
08/09/2017,Completed,08/09/2017,17-05309259,Graffiti Removal,Brick - Unpainted,Rear,4949 W DIVERSEY AVE,60639,1142904.77892471,1918161.98271388,31,25,19,,41.93136501856620,-87.75100005559360,"(41.931365018566, -87.751000055594)"
08/09/2017,Completed,08/09/2017,17-05310695,Graffiti Removal,Metal - Painted,Sign,12484 S MICHIGAN AVE,60628,1179124.23688749,1821944.74830191,9,5,53,,41.66647566375160,-87.62023816587720,"(41.666475663752, -87.620238165877)"
08/09/2017,Completed,08/09/2017,17-05305760,Graffiti Removal,Metal - Painted,Door,1417 N ASHLAND AVE,60622,1165466.20040346,1909591.75000703,2,14,24,33,41.90757724305740,-87.66745783028920,"(41.907577243057, -87.667457830289)"
08/09/2017,Completed,08/09/2017,17-05312110,Graffiti Removal,,,2722 S ASHLAND AVE,60608,1166130.61960798,1885919.81346682,25,9,31,,41.842399432781800,-87.66598396658220,"(41.842399432782, -87.665983966582)"
08/08/2017,Completed,08/09/2017,17-05286029,Graffiti Removal,Other / Unknown Surface,Side,10100 S AVENUE M,60617,1201488.24682431,1838631.21373128,10,4,52,,41.71185868447630,-87.53784111510380,"(41.711858684476, -87.537841115104)"
08/09/2017,Completed,08/09/2017,17-05309871,Graffiti Removal,Brick - Painted,Front,4740 S KEDZIE AVE,60632,1155842.67572285,1872877.38988175,14,8,58,39,41.8069406772753,-87.70408956635690,"(41.806940677275, -87.704089566357)"
08/09/2017,Completed,08/09/2017,17-05304864,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,1916 W NORTH AVE,60622,1163261.1599213,1910667.66409192,2,14,24,33,41.910622805831900,-87.67576194185490,"(41.910622805832, -87.675761941855)"
08/09/2017,Completed,08/09/2017,17-05311861,Graffiti Removal,Metal - Unpainted,Front,6422 S KEDZIE AVE,60629,1156159.67996795,1861768.11998408,17,8,66,3,41.7763429708591,-87.70322370755470,"(41.776342970859, -87.703223707555)"
08/09/2017,Completed,08/09/2017,17-05306000,Graffiti Removal,Metal - Painted,Pole,638 W 35TH ST,60616,1172507.21561315,1881690.08761633,11,9,60,,41.830905329787600,-87.64277074897390,"(41.830905329788, -87.642770748974)"
08/08/2017,Completed,08/09/2017,17-05293073,Graffiti Removal,Brick - Painted,Side,2111 S KEDZIE AVE,60623,1155349.69081301,1889758.99812884,24,10,30,,41.85328739808680,-87.70515157303870,"(41.853287398087, -87.705151573039)"
08/09/2017,Completed,08/09/2017,17-05308282,Graffiti Removal,Metal - Painted,Front,3200 S MAY ST,60608,1169170.27262316,1883602.31837388,11,9,60,,41.836070809424700,-87.65489661235950,"(41.836070809425, -87.654896612359)"
08/09/2017,Completed,08/09/2017,17-05305548,Graffiti Removal,Brick - Painted,Pole,2352 S ASHLAND AVE,60608,1166070.93621219,1888400.60281195,25,10,31,,41.84887455550210,-87.6661259230018,"(41.848874555502, -87.666125923002)"
08/08/2017,Completed,08/09/2017,17-05281511,Graffiti Removal,Brick - Unpainted,Rear,9762 S MERRION AVE,60617,1192751.54417856,1840458.96627869,7,4,51,,41.716917823934000,-87.56998915778960,"(41.716917823934, -87.56998915779)"
08/08/2017,Completed,08/09/2017,17-05294415,Graffiti Removal,Brick - Painted,Alley,3087 S BONFIELD ST,60608,1169717.24207303,1884386.02682437,11,9,60,,41.83841172054440,-87.65267825627410,"(41.838411720544, -87.652678256274)"
08/09/2017,Completed,08/09/2017,17-05308923,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,1908 S ST LOUIS AVE,60623,1153392.37908891,1890408.4389177,24,10,29,,41.854972740653500,-87.71257809158670,"(41.854972740653, -87.712578091587)"
08/09/2017,Completed,08/09/2017,17-05305927,Graffiti Removal,Brick - Unpainted,Front,4956 S LAWNDALE AVE,60632,1152547.08451153,1871400.37832551,14,8,62,,41.80258627754840,-87.71620826826920,"(41.802586277548, -87.716208268269)"
08/08/2017,Completed,08/09/2017,17-05276560,Graffiti Removal,Metal - Painted,Traffic Control Box,6801 N CALIFORNIA AVE,60645,1156431.78040027,1945005.39359624,50,24,2,,42.00489635001150,-87.69968232444100,"(42.004896350012, -87.699682324441)"
08/09/2017,Completed,08/09/2017,17-05312724,Graffiti Removal,Metal - Painted,Sign,1450 W 83RD ST,60620,1168018.13986728,1849702.85229732,21,6,71,,41.7432227952996,-87.66043340545250,"(41.7432227953, -87.660433405453)"
08/09/2017,Completed,08/09/2017,17-05304262,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Sign,1500 S DAMEN AVE,60608,1163279.96161753,1892714.43558956,28,12,28,,41.861228404436900,-87.67625508821420,"(41.861228404437, -87.676255088214)"
08/09/2017,Completed,08/09/2017,17-05311890,Graffiti Removal,Brick - Unpainted,Side,7101 S SAWYER AVE,60629,1155931.48999043,1857345.48223139,17,8,66,,41.76427271136890,-87.70388593483460,"(41.764272711369, -87.703885934835)"
08/09/2017,Completed,08/09/2017,17-05312299,Graffiti Removal,Metal - Unpainted,Front,4319 S KEDZIE AVE,60632,1155740.33450844,1875760.61617458,15,9,58,39,41.81473540640130,-87.70408987071200,"(41.814735406401, -87.704089870712)"
08/08/2017,Completed,08/09/2017,17-05280338,Graffiti Removal,Brick - Painted,Alley,4726 N KIMBALL AVE,60625,1152864.03088329,1931196.71000566,33,17,14,60,41.9674043773624,-87.7134814070639,"(41.967404377362, -87.713481407064)"
08/09/2017,Completed,08/09/2017,17-05309273,Graffiti Removal,Metal - Painted,Door,2517 S LAWNDALE AVE,60623,1152106.99187177,1887029.48357659,22,10,30,25,41.84564515215740,-87.71711808633560,"(41.845645152157, -87.717118086336)"
08/09/2017,Completed,08/09/2017,17-05305125,Graffiti Removal,Brick - Painted,Front,740 S DESPLAINES ST,60607,1172035.29356813,1897029.20019959,25,1,28,,41.8723270354621,-87.64397146972590,"(41.872327035462, -87.643971469726)"
08/08/2017,Completed,08/09/2017,17-05285617,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,12002 S PRINCETON AVE,60628,1176442.44179659,1825342.8729833,34,5,53,,41.67597492140440,-87.62995787053720,"(41.675974921404, -87.629957870537)"
10/10/2018,Completed,10/11/2018,18-02886283,Graffiti Removal,Metal - Painted,Garage,4247 N LINCOLN AVE,60618,1161390.81880895,1928268.95939018,47,19,5,38,41.959058610671600,-87.68203114453890,"(41.959058610672, -87.682031144539)"
08/09/2017,Completed,08/09/2017,17-05310526,Graffiti Removal,Metal - Painted,Fence,1523 W 51ST ST,60609,1166954.0956023,1870910.10269301,16,9,61,,41.80122493157960,-87.66340614772240,"(41.80122493158, -87.663406147722)"
08/09/2017,Completed,08/09/2017,17-05305750,Graffiti Removal,Brick - Painted,Pole,2655 S ASHLAND AVE,60608,1166121.35150816,1886421.95551327,25,9,31,,41.843316621730700,-87.66569876816580,"(41.843316621731, -87.665698768166)"
08/09/2017,Completed,08/09/2017,17-05308453,Graffiti Removal,Metal - Painted,Traffic Control Box,516 E GRAND AVE,60611,1180280.52879295,1904028.88068203,42,18,8,,41.892036326270300,-87.61327016387210,"(41.89203632627, -87.613270163872)"
08/09/2017,Completed,08/09/2017,17-05305462,Graffiti Removal,Metal - Painted,Sign,3523 S ARCHER AVE,60609,1162767.46847074,1881320.74072268,12,9,59,,41.82994233553060,-87.67815612614130,"(41.829942335531, -87.678156126141)"
08/09/2017,Completed,08/09/2017,17-05310520,Graffiti Removal,Metal - Painted,Garage,3306 S BELL AVE,60608,1161891.07438432,1882717.17830405,25,9,59,,41.83369238104040,-87.68162916708610,"(41.83369238104, -87.681629167086)"
08/09/2017,Completed,08/09/2017,17-05305600,Graffiti Removal,Metal - Painted,Pole,3700 W 38TH ST,60632,1152546.19002856,1879105.3400074,14,8,57,,41.824175232184100,-87.7160912648088,"(41.824175232184, -87.716091264809)"
08/08/2017,Completed,08/09/2017,17-05281579,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Viaduct,2815 N CALIFORNIA AVE,60618,1157224.89500831,1918683.8953699,33,14,21,,41.93261168939670,-87.69748188048700,"(41.932611689397, -87.697481880487)"
08/09/2017,Completed,08/09/2017,17-05305815,Graffiti Removal,Metal - Painted,Garbage Cart,5435 S KEDZIE AVE,60632,1155974.61547201,1868284.67988471,14,9,63,,41.79438342285340,-87.70343740377960,"(41.794383422853, -87.70343740378)"
10/08/2018,Completed,10/11/2018,18-02864231,Graffiti Removal,Brick - Painted,Side,6962 N GLENWOOD AVE,60626,1165564.2748685,1946335.4524189,49,24,1,24,42.00857095136760,-87.66634557726400,"(42.008570951368, -87.666345577264)"
08/09/2017,Completed,08/09/2017,17-05309671,Graffiti Removal,Metal - Painted,Garage,4301 S CHRISTIANA AVE,60632,1154731.50010954,1875934.98650924,14,8,58,,41.81530949165620,-87.70778749459570,"(41.815309491656, -87.707787494596)"
10/11/2018,Completed,10/11/2018,18-02893793,Graffiti Removal,Metal - Unpainted,Door,2451 W CHICAGO AVE,60622,1159915.67228583,1905254.18058694,26,12,24,,41.89561111586980,-87.68887609968070,"(41.89561111587, -87.688876099681)"
10/09/2018,Completed,10/11/2018,18-02874131,Graffiti Removal,Brick - Unpainted,Side,650 N MORGAN ST,60642,1169658.11091685,1904564.03757942,27,12,24,29,41.89364197089520,-87.65249877087090,"(41.893641970895, -87.652498770871)"
08/09/2017,Completed,08/09/2017,17-05306724,Graffiti Removal,Brick - Unpainted,Side,974 W 18TH ST,60608,1170084.34992208,1891593.75247882,25,12,31,,41.85813207098310,-87.65153600725090,"(41.858132070983, -87.651536007251)"
10/11/2018,Completed,10/11/2018,18-02893822,Graffiti Removal,Wood - Painted,Front,4454 W BELMONT AVE,60641,1146035.30458246,1920900.54097696,30,17,16,,41.93904110920520,-87.73928051927210,"(41.939041109205, -87.739280519272)"
08/09/2017,Completed,08/09/2017,17-05305998,Graffiti Removal,Brick - Unpainted,Front,2050 S ARCHER AVE,60616,1175487.2687671,1890362.99519737,25,9,34,,41.854419481937300,-87.6318707157074,"(41.854419481937, -87.631870715707)"
08/08/2017,Completed,08/09/2017,17-05278874,Graffiti Removal,Metal - Painted,Garage,6830 S HARPER AVE,60637,1187565.2225761,1859877.51282992,5,3,43,,41.770599906721700,-87.58815619487940,"(41.770599906722, -87.588156194879)"
08/09/2017,Completed,08/09/2017,17-05303900,Graffiti Removal,Metal - Painted,Door,1643 S BLUE ISLAND AVE,60608,1167697.32970642,1892045.52370805,25,12,31,,41.85859787531820,-87.66035047854660,"(41.858597875318, -87.660350478547)"
08/08/2017,Completed,08/09/2017,17-05281143,Graffiti Removal,Metal - Painted,Traffic Control Box,4804 W BELLE PLAINE AVE,60641,1143611.68020653,1926824.51002534,45,16,15,28,41.955349960141900,-87.7476285435156,"(41.955349960142, -87.747628543516)"
08/09/2017,Completed,08/09/2017,17-05308707,Graffiti Removal,Metal - Painted,Pole,359 N STATE ST,60654,1176299.31801203,1902760.80770004,42,18,8,,41.889114992444200,-87.62791171158160,"(41.889114992444, -87.627911711582)"
08/09/2017,Completed,08/09/2017,17-05304103,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Viaduct,1801 S DAMEN AVE,60608,1163321.4148005,1891397.05342557,25,12,31,,41.857619325173100,-87.67584648391830,"(41.857619325173, -87.675846483918)"
08/08/2017,Completed,08/09/2017,17-05277824,Graffiti Removal,Metal - Painted,Rear,443 W WEBSTER AVE,60614,1172843.63009745,1914907.22683137,43,18,7,,41.92182707193090,-87.64063262339520,"(41.921827071931, -87.640632623395)"
08/09/2017,Completed,08/09/2017,17-05307040,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,4847 S ST LOUIS AVE,60632,1153856.42328882,1872245.57007147,14,8,58,7,41.805052026517700,-87.71109101982040,"(41.805052026518, -87.71109101982)"
08/08/2017,Completed,08/09/2017,17-05283282,Graffiti Removal,Wood - Painted,Garage,3525 W 72ND PL,60629,1154143.82043296,1856308.16576823,17,8,66,,41.76141769283760,-87.71103970362430,"(41.761417692838, -87.711039703624)"
08/09/2017,Completed,08/09/2017,17-05308007,Graffiti Removal,Metal - Painted,Sign,3700 S WINCHESTER AVE,60609,1163957.78371675,1880148.76240423,12,9,59,,41.82665863163620,-87.67411757624750,"(41.826658631636, -87.674117576247)"
08/09/2017,Completed,08/09/2017,17-05312295,Graffiti Removal,Metal - Painted,Traffic Control Box,4317 S KEDZIE AVE,60632,1155739.63450844,1875781.31617458,15,9,58,39,41.814804649519700,-87.70409243332610,"(41.81480464952, -87.704092433326)"
08/09/2017,Completed,08/09/2017,17-05303573,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,222 N LAFLIN ST,60607,1166429.54012326,1901627.75681763,27,12,28,,41.88611910185770,-87.66445366335930,"(41.886119101858, -87.664453663359)"
08/09/2017,Completed,08/09/2017,17-05308920,Graffiti Removal,Metal - Painted,Traffic Control Box,3702 N MILWAUKEE AVE,60641,1146055.87068323,1924217.80088078,45,17,16,,41.947972430768000,-87.73865184992300,"(41.947972430768, -87.738651849923)"
11/14/2018,Completed,11/15/2018,18-03157019,Graffiti Removal,Metal - Painted,Rear,1920 N BISSELL ST,60614,1169663.72990714,1912866.76001852,43,18,7,,41.91661878259920,-87.65225034904220,"(41.916618782599, -87.652250349042)"
08/08/2017,Completed,08/09/2017,17-05280189,Graffiti Removal,Glass,Sign,3640 N WILTON AVE,60613,1169286.35780715,1924372.04379434,44,19,6,17,41.9484676393812,-87.65330268355610,"(41.948467639381, -87.653302683556)"
08/09/2017,Completed,08/09/2017,17-05311622,Graffiti Removal,Metal - Unpainted,Door,4427 S KEDZIE AVE,60632,1155768.82628403,1874987.75990522,14,9,58,39,41.812756462646600,-87.70401071250320,"(41.812756462647, -87.704010712503)"
10/10/2018,Completed,10/11/2018,18-02884955,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Rear,326 N ORLEANS ST,60654,1174013.82689114,1902566.33130648,42,18,8,,41.8879842841039,-87.63653195036480,"(41.887984284104, -87.636531950365)"
08/08/2017,Completed,08/09/2017,17-05285772,Graffiti Removal,Brick - Unpainted,Side,2858 S SPRINGFIELD AVE,60623,1150840.95548517,1884706.30137593,22,10,30,,41.83885308994120,-87.72210803105860,"(41.838853089941, -87.722108031059)"
10/11/2018,Completed,10/11/2018,18-02896087,Graffiti Removal,Brick - Unpainted,Front,2358 N WASHTENAW AVE,60647,1157801.51122178,1915623.13408736,1,14,22,,41.9247768900322,-87.6957522366868,"(41.924776890032, -87.695752236687)"
08/09/2017,Completed,08/09/2017,17-05308842,Graffiti Removal,Glass,Front,2837 N CENTRAL AVE,60634,1138549.37756622,1918305.80518084,31,25,19,,41.93238964844830,-87.76613852157300,"(41.932389648448, -87.766138521573)"
08/08/2017,Completed,08/09/2017,17-05293739,Graffiti Removal,Metal - Painted,Traffic Control Box,1408 W DEVON AVE,60660,1165698.23998125,1942616.63016963,49,24,1,26,41.9982397997992,-87.66591281382890,"(41.998239799799, -87.665912813829)"
08/08/2017,Completed,08/09/2017,17-05277478,Graffiti Removal,Other/Unknown Surface,Garage,3635 W 62ND PL,60629,1153175.37189462,1862925.04012791,23,8,65,3,41.77959154437490,-87.71448323987590,"(41.779591544375, -87.714483239876)"
08/08/2017,Completed,08/09/2017,17-05291978,Graffiti Removal,Brick - Unpainted,Front,1204 N WELLS ST,60610,1174492.43268891,1908373.32582036,2,18,8,,41.904027514046900,-87.63463051308230,"(41.904027514047, -87.634630513082)"
08/09/2017,Completed,08/09/2017,17-05308952,Graffiti Removal,Brick - Unpainted,Pole,2659 N MILWAUKEE AVE,60647,1154212.10806796,1917655.77762631,35,14,22,,41.930146631401900,-87.70893847646960,"(41.930146631402, -87.70893847647)"
08/08/2017,Completed,08/09/2017,17-05293793,Graffiti Removal,Metal - Painted,Pole,741 W WASHINGTON BLVD,60661,1171212.67309907,1900758.08770739,42,12,28,,41.883036933646300,-87.64736052583530,"(41.883036933646, -87.647360525835)"
10/10/2018,Completed,10/11/2018,18-02885314,Graffiti Removal,Brick - Unpainted,Side,5841 S WESTERN AVE,60636,1161370.86499126,1865861.14052544,16,8,63,59,41.78713349306630,-87.68370156973150,"(41.787133493066, -87.683701569731)"
08/09/2017,Completed,08/09/2017,17-05305845,Graffiti Removal,Metal - Painted,Pole,3631 S OAKLEY AVE,60609,1161812.10911015,1880544.74098654,12,9,59,,41.827949395826200,-87.68171315529390,"(41.827949395826, -87.681713155294)"
08/09/2017,Completed,08/09/2017,17-05302879,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Alley,55 E CHICAGO AVE,60611,1176691.3630147,1905740.18329635,42,18,8,,41.89659783498580,-87.62606977984690,"(41.896597834986, -87.626069779847)"
08/09/2017,Completed,08/09/2017,17-05305858,Graffiti Removal,Metal - Painted,Garage,5700 S KEDZIE AVE,60629,1156021.63712652,1866653.42418334,23,8,63,59,41.78979082151110,-87.70359876965490,"(41.789790821511, -87.703598769655)"
08/09/2017,Completed,08/09/2017,17-05309688,Graffiti Removal,Metal - Painted,Side,3300 W 43RD ST,60632,1155065.33009947,1875949.27737818,14,8,58,,41.815521012354000,-87.7067759132664,"(41.815521012354, -87.706775913266)"
08/09/2017,Completed,08/09/2017,17-05303043,Graffiti Removal,Metal - Painted,Overpass,300 N LA SALLE DR,60654,1175081.45068246,1902367.16757018,42,18,8,,41.887528639656900,-87.63264683652450,"(41.887528639657, -87.632646836524)"
08/09/2017,Completed,08/09/2017,17-05310531,Graffiti Removal,Metal - Painted,Fence,3703 S HALSTED ST,60609,1171574.63292055,1880370.64013225,11,9,60,,41.82701336803170,-87.64587217124030,"(41.827013368032, -87.64587217124)"
08/09/2017,Completed,08/09/2017,17-05308274,Graffiti Removal,Metal - Painted,Front,11405 S MICHIGAN AVE,60628,1178842.65220372,1829313.75009032,9,5,49,40,41.686902108100200,-87.62075924465070,"(41.6869021081, -87.620759244651)"
08/08/2017,Completed,08/09/2017,17-05284500,Graffiti Removal,Wood - Painted,Fence,4010 N ROCKWELL ST,60618,1158363.57852616,1926543.70282618,47,19,5,38,41.95436917992060,-87.69338219558510,"(41.954369179921, -87.693382195585)"
08/09/2017,Completed,08/09/2017,17-05310794,Graffiti Removal,Wood - Painted,Front,1736 W 47TH ST,60609,1165451.2296003,1873533.41787321,15,9,61,10,41.808676677892200,-87.66884201805690,"(41.808676677892, -87.668842018057)"
08/09/2017,Completed,08/09/2017,17-05303988,Graffiti Removal,Metal - Painted,Pole,1640 S BLUE ISLAND AVE,60608,1167703.72970642,1892055.72370805,25,12,31,,41.85870915813740,-87.6606040076504,"(41.858709158137, -87.66060400765)"
08/09/2017,Completed,08/09/2017,17-05307119,Graffiti Removal,Metal - Painted,Side,2824 W 55TH ST,60632,1158387.12981031,1868052.27577581,14,9,63,,41.793780472746200,-87.69496027657340,"(41.793780472746, -87.694960276573)"
10/11/2018,Completed,10/11/2018,18-02895628,Graffiti Removal,Brick - Unpainted,Front,4814 W FULLERTON AVE,60639,1143907.60089745,1915527.14951936,31,25,19,,41.92433942314450,-87.74696050532820,"(41.924339423144, -87.746960505328)"
